Year,ID,Realization,NAO Index,NAO Anomaly
1960,r1,1,7.1429443359375,-2.0986261782438866
1960,r2,2,12.4884033203125,3.9031955884850547
1960,r3,3,10.8543701171875,1.34735107421875
1960,r4,4,10.2314453125,1.3801349142323378
1960,r5,5,8.781005859375,0.22252489172893952
1960,r6,6,7.28436279296875,-2.290309740149457
1960,r7,7,8.1123046875,-2.054248312245244
1960,r8,8,5.262939453125,-3.7113620923913047
1960,r9,9,10.8323974609375,2.0216236943783965
1960,r10,10,7.32550048828125,-1.4770826256793477
1961,r1,1,9.94354248046875,0.7019719662873634
1961,r2,2,10.00726318359375,1.4220554517663047
1961,r3,3,9.51019287109375,0.003173828125
1961,r4,4,12.3994140625,3.548103664232338
1961,r5,5,14.08026123046875,5.5217802628226895
1961,r6,6,9.9886474609375,0.413974927819293
1961,r7,7,12.5916748046875,2.425121804942256
1961,r8,8,6.0145263671875,-2.9597751783288047
1961,r9,9,4.7716064453125,-4.0391673212466035
1961,r10,10,8.9990234375,0.19644032353940233
1962,r1,1,6.1827392578125,-3.0588312563688866
1962,r2,2,11.7359619140625,3.1507541822350547
1962,r3,3,7.85430908203125,-1.6527099609375
1962,r4,4,9.4132080078125,0.5618976095448378
1962,r5,5,8.0426025390625,-0.5158784285835605
1962,r6,6,7.35394287109375,-2.220729662024457
1962,r7,7,8.859619140625,-1.3069338591202442
1962,r8,8,6.3870849609375,-2.5872165845788047
1962,r9,9,9.33074951171875,0.5199757451596465
1962,r10,10,11.5758056640625,2.7732225501019023
1963,r1,1,13.371337890625,4.129767376443613
1963,r2,2,3.94427490234375,-4.640932829483695
1963,r3,3,5.8544921875,-3.65252685546875
1963,r4,4,6.6795654296875,-2.171744968580162
1963,r5,5,6.9696044921875,-1.5888764754585605
1963,r6,6,12.01812744140625,2.443454908288043
1963,r7,7,11.33087158203125,1.1643185822860058
1963,r8,8,11.02459716796875,2.0502956224524453
1963,r9,9,8.003662109375,-0.8071116571841035
1963,r10,10,9.800537109375,0.9979539954144023
1964,r1,1,8.266357421875,-0.9752130923063866
1964,r2,2,5.71728515625,-2.8679225755774453
1964,r3,3,8.75164794921875,-0.75537109375
1964,r4,4,6.25714111328125,-2.594169284986412
1964,r5,5,9.76434326171875,1.2058622940726895
1964,r6,6,8.0755615234375,-1.499111009680707
1964,r7,7,11.53021240234375,1.3636594025985058
1964,r8,8,7.56561279296875,-1.4086887525475547
1964,r9,9,7.9110107421875,-0.8997630243716035
1964,r10,10,4.30633544921875,-4.496247664741848
1965,r1,1,9.23382568359375,-0.007744830587636642
1965,r2,2,6.43218994140625,-2.1530177904211953
1965,r3,3,7.2606201171875,-2.24639892578125
1965,r4,4,10.37353515625,1.5222247579823378
1965,r5,5,6.0106201171875,-2.5478608504585605
1965,r6,6,7.68231201171875,-1.892360521399457
1965,r7,7,10.9482421875,0.7816891877547558
1965,r8,8,11.85479736328125,2.8804958177649453
1965,r9,9,9.027099609375,0.2163258428158965
1965,r10,10,11.92950439453125,3.1269212805706523
1966,r1,1,7.894287109375,-1.3472834048063866
1966,r2,2,8.4248046875,-0.16040304432744534
1966,r3,3,11.82122802734375,2.314208984375
1966,r4,4,10.2318115234375,1.3805011251698378
1966,r5,5,9.45703125,0.8985502823539395
1966,r6,6,11.176513671875,1.601841138756793
1966,r7,7,9.6986083984375,-0.4679446013077442
1966,r8,8,12.439697265625,3.4653957201086953
1966,r9,9,8.0072021484375,-0.8035716181216035
1966,r10,10,7.96490478515625,-0.8376783288043477
1967,r1,1,8.9248046875,-0.31676582668138664
1967,r2,2,8.01080322265625,-0.5744045091711953
1967,r3,3,13.53082275390625,4.0238037109375
1967,r4,4,15.20513916015625,6.353828761888588
1967,r5,5,6.94403076171875,-1.6144502059273105
1967,r6,6,12.14300537109375,2.568332837975543
1967,r7,7,10.00360107421875,-0.16295192552649418
1967,r8,8,11.345703125,2.3714015794836953
1967,r9,9,9.66900634765625,0.8582325810971465
1967,r10,10,8.7547607421875,-0.04782237177309767
1968,r1,1,7.09796142578125,-2.1436090884001366
1968,r2,2,11.39508056640625,2.8098728345788047
1968,r3,3,6.28326416015625,-3.2237548828125
1968,r4,4,9.199462890625,0.3481524923573378
1968,r5,5,11.053955078125,2.4954741104789395
1968,r6,6,13.07965087890625,3.504978345788043
1968,r7,7,13.28753662109375,3.120983621348506
1968,r8,8,8.43902587890625,-0.5352756666100547
1968,r9,9,4.856201171875,-3.9545725946841035
1968,r10,10,10.11468505859375,1.3121019446331523
1969,r1,1,10.5123291015625,1.2707585873811134
1969,r2,2,12.031982421875,3.4467746900475547
1969,r3,3,7.09613037109375,-2.410888671875
1969,r4,4,10.04510498046875,1.1937945822010878
1969,r5,5,9.54766845703125,0.9891874893851895
1969,r6,6,3.65362548828125,-5.921047044836957
1969,r7,7,8.878662109375,-1.2878908903702442
1969,r8,8,7.0684814453125,-1.9058201002038047
1969,r9,9,11.82708740234375,3.0163136357846465
1969,r10,10,9.05267333984375,0.25009022588315233
1970,r1,1,12.2347412109375,2.9931706967561134
1970,r2,2,11.473388671875,2.8881809400475547
1970,r3,3,8.92535400390625,-0.5816650390625
1970,r4,4,9.37762451171875,0.5263141134510878
1970,r5,5,13.651611328125,5.0931303604789395
1970,r6,6,12.85186767578125,3.277195142663043
1970,r7,7,8.9656982421875,-1.2008547575577442
1970,r8,8,12.64117431640625,3.6668727708899453
1970,r9,9,8.2900390625,-0.5207347040591035
1970,r10,10,11.106201171875,2.3036180579144023
1971,r1,1,10.109619140625,0.8680486264436134
1971,r2,2,4.477294921875,-4.107912809952445
1971,r3,3,8.74530029296875,-0.76171875
1971,r4,4,7.82330322265625,-1.0280071756114122
1971,r5,5,8.53863525390625,-0.019845713739810478
1971,r6,6,7.1993408203125,-2.375331712805707
1971,r7,7,13.23858642578125,3.072033426036006
1971,r8,8,8.4351806640625,-0.5391208814538047
1971,r9,9,12.8494873046875,4.0387135381283965
1971,r10,10,10.57403564453125,1.7714525305706523
1972,r1,1,8.3739013671875,-0.8676691469938866
1972,r2,2,8.8555908203125,0.27038308848505466
1972,r3,3,8.8868408203125,-0.62017822265625
1972,r4,4,10.19207763671875,1.3407672384510878
1972,r5,5,10.8294677734375,2.2709868057914395
1972,r6,6,8.43914794921875,-1.135524583899457
1972,r7,7,9.77178955078125,-0.3947634489639942
1972,r8,8,12.78155517578125,3.8072536302649453
1972,r9,9,10.30242919921875,1.4916554326596465
1972,r10,10,7.0244140625,-1.7781690514605977
1973,r1,1,9.1187744140625,-0.12279610011888664
1973,r2,2,10.87359619140625,2.2883884595788047
1973,r3,3,9.89404296875,0.38702392578125
1973,r4,4,12.14630126953125,3.294990871263588
1973,r5,5,9.39080810546875,0.8323271378226895
1973,r6,6,9.3978271484375,-0.17684538468070699
1973,r7,7,11.0986328125,0.9320798127547558
1973,r8,8,7.5166015625,-1.4576999830163047
1973,r9,9,9.34820556640625,0.5374317998471465
1973,r10,10,11.23321533203125,2.4306322180706523
1974,r1,1,8.56304931640625,-0.6785211977751366
1974,r2,2,8.662841796875,0.07763406504755466
1974,r3,3,11.57550048828125,2.0684814453125
1974,r4,4,6.98284912109375,-1.8684612771739122
1974,r5,5,10.69036865234375,2.1318876846976895
1974,r6,6,8.45867919921875,-1.115993333899457
1974,r7,7,8.357177734375,-1.8093752653702442
1974,r8,8,6.48663330078125,-2.4876682447350547
1974,r9,9,6.2564697265625,-2.5543040399966035
1974,r10,10,13.28076171875,4.478178604789402
1975,r1,1,4.791259765625,-4.450310748556387
1975,r2,2,6.656494140625,-1.9287135912024453
1975,r3,3,12.119384765625,2.61236572265625
1975,r4,4,8.7716064453125,-0.0797039529551622
1975,r5,5,10.66229248046875,2.1038115128226895
1975,r6,6,6.03741455078125,-3.537257982336957
1975,r7,7,6.71905517578125,-3.447497823963994
1975,r8,8,12.3861083984375,3.4118068529211953
1975,r9,9,5.71612548828125,-3.0946482782778535
1975,r10,10,7.8638916015625,-0.9386915123980977
1976,r1,1,12.06549072265625,2.8239202084748634
1976,r2,2,9.385986328125,0.8007785962975547
1976,r3,3,12.68743896484375,3.180419921875
1976,r4,4,7.21441650390625,-1.6368938943614122
1976,r5,5,9.17156982421875,0.6130888565726895
1976,r6,6,10.03277587890625,0.458103345788043
1976,r7,7,15.65338134765625,5.486828347911006
1976,r8,8,11.4326171875,2.4583156419836953
1976,r9,9,9.229248046875,0.4184742803158965
1976,r10,10,4.72808837890625,-4.074494735054348
1977,r1,1,7.46612548828125,-1.7754450259001366
1977,r2,2,13.57049560546875,4.985287873641305
1977,r3,3,9.18499755859375,-0.322021484375
1977,r4,4,9.81231689453125,0.9610064962635878
1977,r5,5,9.06158447265625,0.5031035050101895
1977,r6,6,12.4970703125,2.922397779381793
1977,r7,7,11.31451416015625,1.1479611604110058
1977,r8,8,5.660400390625,-3.3139011548913047
1977,r9,9,8.1143798828125,-0.6963938837466035
1977,r10,10,9.38037109375,0.5777879797894023
1978,r1,1,9.70477294921875,0.46320243503736336
1978,r2,2,10.04150390625,1.4562961744225547
1978,r3,3,8.5657958984375,-0.94122314453125
1978,r4,4,9.53436279296875,0.6830523947010878
1978,r5,5,7.69171142578125,-0.8667695418648105
1978,r6,6,12.04925537109375,2.474582837975543
1978,r7,7,13.83441162109375,3.667858621348506
1978,r8,8,9.46044921875,0.48614767323369534
1978,r9,9,7.25750732421875,-1.5532664423403535
1978,r10,10,8.9034423828125,0.10085926885190233
1979,r1,1,14.292724609375,5.051154095193613
1979,r2,2,9.508544921875,0.9233371900475547
1979,r3,3,10.5072021484375,1.00018310546875
1979,r4,4,5.6763916015625,-3.174918796705162
1979,r5,5,5.51104736328125,-3.0474336043648105
1979,r6,6,9.55047607421875,-0.024196458899456985
1979,r7,7,8.610595703125,-1.5559572966202442
1979,r8,8,12.43841552734375,3.4641139818274453
1979,r9,9,5.96185302734375,-2.8489207392153535
1979,r10,10,11.2830810546875,2.4804979407269023
