Year,ID,Realization,NAO Index,NAO Anomaly
1960,r1,1,13.45159912109375,-5.634579865828805
1960,r2,2,20.69805908203125,2.1051808232846483
1960,r3,3,19.884033203125,2.0388050908627733
1960,r4,4,18.68682861328125,0.870769998301629
1960,r5,5,20.17059326171875,1.3528376040251366
1960,r6,6,14.046630859375,-4.563406239385191
1960,r7,7,18.54022216796875,-0.11924411939537904
1960,r8,8,19.41290283203125,0.4890388820482343
1960,r9,9,13.702392578125,-4.530359682829484
1960,r10,10,22.39752197265625,3.5015895677649453
1961,r1,1,23.15997314453125,4.073794157608695
1961,r2,2,22.74658203125,4.153703772503398
1961,r3,3,18.5560302734375,0.7108021611752733
1961,r4,4,13.33892822265625,-4.477130392323371
1961,r5,5,13.802978515625,-5.014777142068613
1961,r6,6,13.806640625,-4.803396473760191
1961,r7,7,18.707763671875,0.048297384510870955
1961,r8,8,13.876953125,-5.046910824983016
1961,r9,9,18.2213134765625,-0.011438784391984314
1961,r10,10,18.4249267578125,-0.47100564707880466
1962,r1,1,19.55023193359375,0.46405294667119534
1962,r2,2,15.796142578125,-2.7967356806216017
1962,r3,3,18.3345947265625,0.4893666143002733
1962,r4,4,17.998046875,0.18198826002037904
1962,r5,5,21.64453125,2.8267755923063866
1962,r6,6,20.2694091796875,1.6593720809273087
1962,r7,7,24.337890625,5.678424337635871
1962,r8,8,27.673095703125,8.749231753141984
1962,r9,9,21.76971435546875,3.5369620945142657
1962,r10,10,18.55279541015625,-0.34313699473505466
1963,r1,1,16.34185791015625,-2.7443210767663047
1963,r2,2,13.56622314453125,-5.026655114215352
1963,r3,3,12.4676513671875,-5.377576745074727
1963,r4,4,21.609375,3.793316385020379
1963,r5,5,19.6246337890625,0.8068781313688866
1963,r6,6,22.66290283203125,4.052865733271059
1963,r7,7,18.29852294921875,-0.36094333814537904
1963,r8,8,18.4698486328125,-0.4540153171705157
1963,r9,9,18.118408203125,-0.11434405782948431
1963,r10,10,21.4908447265625,2.5949123216711953
1964,r1,1,21.893798828125,2.8076198412024453
1964,r2,2,19.98504638671875,1.3921681279721483
1964,r3,3,16.653564453125,-1.1916636591372267
1964,r4,4,19.30108642578125,1.485027810801629
1964,r5,5,16.49481201171875,-2.3229436459748634
1964,r6,6,19.8353271484375,1.2252900496773087
1964,r7,7,20.97607421875,2.316607931385871
1964,r8,8,17.667236328125,-1.2566276218580157
1964,r9,9,15.73968505859375,-2.4930672023607343
1964,r10,10,18.598388671875,-0.29754373301630466
1965,r1,1,18.0106201171875,-1.0755588697350547
1965,r2,2,18.888916015625,0.2960377568783983
1965,r3,3,21.85235595703125,4.007127844769023
1965,r4,4,16.391357421875,-1.424701193104621
1965,r5,5,15.296875,-3.5208806576936134
1965,r6,6,17.3773193359375,-1.2327177628226913
1965,r7,7,15.78363037109375,-2.875835916270379
1965,r8,8,19.68597412109375,0.7621101711107343
1965,r9,9,17.03485107421875,-1.1979011867357343
1965,r10,10,22.95703125,4.061098845108695
1966,r1,1,19.61962890625,0.5334499193274453
1966,r2,2,17.80206298828125,-0.7908152704653517
1966,r3,3,14.11590576171875,-3.7293223505434767
1966,r4,4,18.6114501953125,0.795391580332879
1966,r5,5,18.479736328125,-0.33801932956861336
1966,r6,6,17.94390869140625,-0.6661284073539413
1966,r7,7,20.20013427734375,1.540667989979621
1966,r8,8,19.37261962890625,0.4487556789232343
1966,r9,9,19.1767578125,0.9440055515455157
1966,r10,10,20.47186279296875,1.5759303880774453
1967,r1,1,20.32220458984375,1.2360256029211953
1967,r2,2,14.18499755859375,-4.407880700152852
1967,r3,3,20.988037109375,3.1428089971127733
1967,r4,4,20.44219970703125,2.626141092051629
1967,r5,5,20.314208984375,1.4964533266813866
1967,r6,6,20.6536865234375,2.0436494246773087
1967,r7,7,13.1312255859375,-5.528240701426629
1967,r8,8,17.3800048828125,-1.5438590671705157
1967,r9,9,14.94677734375,-3.2859749172044843
1967,r10,10,16.41448974609375,-2.4814426587975547
1968,r1,1,15.9102783203125,-3.1759006666100547
1968,r2,2,18.2584228515625,-0.3344554071841017
1968,r3,3,18.15814208984375,0.3129139775815233
1968,r4,4,16.76837158203125,-1.047687032948371
