Year,ID,Realization,NAO Index,NAO Anomaly
1960,r1,1,13.25177001953125,-3.470985744310461
1960,r2,2,13.66558837890625,-2.8572255010190233
1960,r3,3,15.68853759765625,-1.4965276303498634
1961,r1,1,18.33612060546875,1.613364841627039
1961,r2,2,16.6336669921875,0.11085311226222672
1961,r3,3,16.27825927734375,-0.9068059506623634
1962,r1,1,16.00543212890625,-0.717323634935461
1962,r2,2,15.9327392578125,-0.5900746221127733
1962,r3,3,19.82470703125,2.6396418032438866
1963,r1,1,17.39599609375,0.673240329908289
1963,r2,2,13.16021728515625,-3.3625965947690233
1963,r3,3,15.643798828125,-1.5412663998811134
1964,r1,1,16.2095947265625,-0.513161037279211
1964,r2,2,16.7916259765625,0.2688120966372267
1964,r3,3,19.7843017578125,2.5992365298063866
1965,r1,1,19.71038818359375,2.987632419752039
1965,r2,2,19.761962890625,3.2391490106997267
1965,r3,3,17.29669189453125,0.11162666652513664
1966,r1,1,15.583251953125,-1.139503810716711
1966,r2,2,15.58294677734375,-0.9398671025815233
1966,r3,3,15.2529296875,-1.9321355405061134
1967,r1,1,16.10614013671875,-0.616615627122961
1967,r2,2,15.112060546875,-1.4107533330502733
1967,r3,3,16.48211669921875,-0.7029485287873634
1968,r1,1,19.7554931640625,3.032737400220789
1968,r2,2,15.68157958984375,-0.8412342900815233
1968,r3,3,16.8062744140625,-0.37879081394361336
1969,r1,1,18.08721923828125,1.364463474439539
1969,r2,2,17.91375732421875,1.3909434442934767
1969,r3,3,18.47943115234375,1.2943659243376366
1970,r1,1,16.54443359375,-0.17832217009171103
1970,r2,2,16.795166015625,0.2723521356997267
1970,r3,3,16.39459228515625,-0.7904729428498634
1971,r1,1,16.34027099609375,-0.38248476774796103
1971,r2,2,13.0203857421875,-3.5024281377377733
1971,r3,3,16.79681396484375,-0.38825126316236336
1972,r1,1,17.50811767578125,0.785361911939539
1972,r2,2,18.6322021484375,2.1093882685122267
1972,r3,3,16.2186279296875,-0.9664372983186134
1973,r1,1,17.77850341796875,1.055747654127039
1973,r2,2,16.89251708984375,0.3697032099184767
1973,r3,3,11.70062255859375,-5.484442669412363
1974,r1,1,16.45574951171875,-0.26700625212296103
1974,r2,2,13.085693359375,-3.4371205205502733
1974,r3,3,17.85418701171875,0.6691217837126366
1975,r1,1,17.54498291015625,0.822227146314539
1975,r2,2,17.105224609375,0.5824107294497267
1975,r3,3,19.71551513671875,2.5304499087126366
1976,r1,1,12.085693359375,-4.637062404466711
1976,r2,2,18.51007080078125,1.9872569208559767
1976,r3,3,19.65350341796875,2.4684381899626366
1977,r1,1,15.49822998046875,-1.224525783372961
1977,r2,2,13.29718017578125,-3.2256337041440233
1977,r3,3,16.44927978515625,-0.7357854428498634
1978,r1,1,19.072509765625,2.349754001783289
1978,r2,2,17.73297119140625,1.2101573114809767
1978,r3,3,15.99224853515625,-1.1928166928498634
1979,r1,1,17.727294921875,1.004539158033289
1979,r2,2,16.1177978515625,-0.4050160283627733
1979,r3,3,17.5013427734375,0.31627754543138664
1980,r1,1,14.28729248046875,-2.435463283372961
1980,r2,2,16.333251953125,-0.18956192680027328
1980,r3,3,17.7939453125,0.6088800844938866
1981,r1,1,18.57342529296875,1.850669529127039
1981,r2,2,18.043701171875,1.5208872919497267
1981,r3,3,14.7962646484375,-2.3888005795686134
1982,r1,1,17.10302734375,0.38027157990828897
1982,r2,2,17.726806640625,1.2039927606997267
1982,r3,3,19.85162353515625,2.6665583071501366
1983,r1,1,16.5408935546875,-0.18186220915421103
1983,r2,2,18.6160888671875,2.0932749872622267
1983,r3,3,19.25689697265625,2.0718317446501366
1984,r1,1,15.19952392578125,-1.523231838060461
1984,r2,2,19.72509765625,3.2022837763247267
1984,r3,3,18.41046142578125,1.2253961977751366
1985,r1,1,19.815673828125,3.092918064283289
1985,r2,2,17.694580078125,1.1717661981997267
1985,r3,3,18.64300537109375,1.4579401430876366
1986,r1,1,14.8524169921875,-1.870338771654211
1986,r2,2,19.01513671875,2.4923228388247267
1986,r3,3,21.38031005859375,4.195244830587637
1987,r1,1,14.37835693359375,-2.344398830247961
1987,r2,2,16.00048828125,-0.5223255986752733
1987,r3,3,19.9261474609375,2.7410822329313866
1988,r1,1,18.33489990234375,1.612144138502039
1988,r2,2,19.714599609375,3.1917857294497267
1988,r3,3,18.15643310546875,0.9713678774626366
1989,r1,1,17.14556884765625,0.42281308381453897
1989,r2,2,16.6527099609375,0.12989608101222672
1989,r3,3,19.3597412109375,2.1746759829313866
1990,r1,1,14.5145263671875,-2.208229396654211
1990,r2,2,17.76507568359375,1.2422618036684767
1990,r3,3,16.38714599609375,-0.7979192319123634
1991,r1,1,15.8502197265625,-0.872536037279211
1991,r2,2,14.39056396484375,-2.1322499150815233
1991,r3,3,14.4058837890625,-2.7791814389436134
1992,r1,1,17.76690673828125,1.044150974439539
1992,r2,2,17.13751220703125,0.6146983271059767
1992,r3,3,15.72137451171875,-1.4636907162873634
1993,r1,1,16.0303955078125,-0.692360256029211
1993,r2,2,15.47283935546875,-1.0499745244565233
1993,r3,3,18.29241943359375,1.1073542055876366
1994,r1,1,23.1282958984375,6.405540134595789
1994,r2,2,15.217529296875,-1.3052845830502733
1994,r3,3,19.38519287109375,2.2001276430876366
1995,r1,1,15.706787109375,-1.015968654466711
