Year,ID,NAO Index,NAO Anomaly,Realization
1960,r1i2,5.1783447265625,-0.1816671620244561,1
1960,r1i3,10.37249755859375,3.5018483037533965,1
1960,r2i2,7.469482421875,2.183231519616169,2
1960,r2i3,9.1588134765625,2.585384203040081,2
1960,r3i2,4.45208740234375,-1.5128624957540762,3
1960,r3i3,6.7696533203125,0.6080574367357334,3
1960,r4i2,8.72576904296875,2.5267095151154892,4
1960,r4i3,7.41900634765625,1.2628120754076084,4
1960,r5i2,4.4349365234375,-1.4252133576766308,5
1960,r5i3,6.25286865234375,-0.5040508767832881,5
1960,r6i2,8.15924072265625,2.3285004988960596,6
1960,r6i3,0.8145751953125,-5.377198592476223,6
1960,r7i2,2.860107421875,-3.2657682999320654,7
1960,r7i3,4.83111572265625,-1.5829865828804346,7
1960,r8i2,0.4986572265625,-5.1020375127377715,8
1960,r8i3,7.16448974609375,0.1083639393682061,8
1960,r9i2,5.997314453125,0.16238934060801657,9
1960,r9i3,7.05047607421875,0.866302490234375,9
1960,r10i2,6.71514892578125,1.4494137971297558,10
1960,r10i3,10.22320556640625,3.4734125551970108,10
1961,r1i2,6.9937744140625,1.633762525475544,1
1961,r1i3,6.28350830078125,-0.5871409540591035,1
1961,r2i2,8.99224853515625,3.705997632897419,2
1961,r2i3,5.67608642578125,-0.8973428477411689,2
1961,r3i2,8.27191162109375,2.306961722995924,3
1961,r3i3,7.0689697265625,0.9073738429857334,3
1961,r4i2,5.7850341796875,-0.41402534816576075,4
1961,r4i3,4.22540283203125,-1.9307914402173916,4
1961,r5i2,7.86016845703125,2.000018575917119,5
1961,r5i3,12.146484375,5.389564845872962,5
1961,r6i2,9.546630859375,3.7158906356148096,6
1961,r6i3,7.82666015625,1.6348863684612773,6
1961,r7i2,6.64239501953125,0.5165192977241846,7
1961,r7i3,3.7960205078125,-2.6180817977241846,7
1961,r8i2,9.65570068359375,4.0550059442934785,8
1961,r8i3,6.98956298828125,-0.0665628184442939,8
1961,r9i2,-2.25616455078125,-8.091089663298234,9
1961,r9i3,6.4283447265625,0.244171142578125,9
1961,r10i2,5.259765625,-0.005969503651494179,10
1961,r10i3,8.3992919921875,1.6494989809782608,10
1962,r1i2,7.415283203125,2.055271314538044,1
1962,r1i3,3.173583984375,-3.6970652704653535,1
1962,r2i2,5.4188232421875,0.1325723399286689,2
1962,r2i3,9.2608642578125,2.687434984290081,2
1962,r3i2,9.65252685546875,3.687576957370924,3
1962,r3i3,4.98687744140625,-1.1747184421705166,3
1962,r4i2,3.73797607421875,-2.4610834536345108,4
1962,r4i3,11.3726806640625,5.216486391813858,4
1962,r5i2,5.95648193359375,0.09633205247961918,5
1962,r5i3,6.82403564453125,0.06711611540421192,5
1962,r6i2,6.2056884765625,0.3749482528023096,6
1962,r6i3,8.20819091796875,2.0164171301800273,6
1962,r7i2,10.23699951171875,4.111123789911685,7
1962,r7i3,6.974853515625,0.5607512100883154,7
1962,r8i2,6.7484130859375,1.1477183466372285,8
1962,r8i3,4.863037109375,-2.193088697350544,8
1962,r9i2,7.36065673828125,1.5257316257642666,9
1962,r9i3,6.5235595703125,0.339385986328125,9
1962,r10i2,1.916748046875,-3.348987081776494,10
1962,r10i3,8.0450439453125,1.2952509341032608,10
1963,r1i2,4.2703857421875,-1.089626146399456,1
1963,r1i3,7.59979248046875,0.7291432256283965,1
1963,r2i2,1.5927734375,-3.693477464758831,2
1963,r2i3,5.36517333984375,-1.208255933678669,2
1963,r3i2,2.48736572265625,-3.477584175441576,3
1963,r3i3,9.80963134765625,3.6480354640794834,3
1963,r4i2,5.03900146484375,-1.1600580630095108,4
1963,r4i3,10.5882568359375,4.432062563688858,4
1963,r5i2,8.9088134765625,3.048663595448369,5
1963,r5i3,10.2763671875,3.519447658372962,5
1963,r6i2,7.5419921875,1.7112519637398096,6
1963,r6i3,4.02203369140625,-2.1697400963824727,6
1963,r7i2,9.47113037109375,3.3452546492866846,7
1963,r7i3,7.91058349609375,1.4964811905570654,7
1963,r8i2,8.7791748046875,3.1784800653872285,8
1963,r8i3,7.0848388671875,0.028713060461956097,8
1963,r9i2,8.8414306640625,3.0065055515455166,9
1963,r9i3,3.74078369140625,-2.443389892578125,9
1963,r10i2,8.73590087890625,3.470165750254756,10
1963,r10i3,9.4195556640625,2.6697626528532608,10
1964,r1i2,4.52197265625,-0.8380392323369561,1
1964,r1i3,10.10211181640625,3.2314625615658965,1
1964,r2i2,5.62017822265625,0.3339273203974189,2
1964,r2i3,8.0743408203125,1.500911546790081,2
1964,r3i2,6.089111328125,0.12416143002717384,3
1964,r3i3,5.683349609375,-0.4782462742017666,3
1964,r4i2,8.09173583984375,1.8926763119904892,4
1964,r4i3,5.7415771484375,-0.4146171238111416,4
1964,r5i2,5.6009521484375,-0.2591977326766308,5
1964,r5i3,6.51031494140625,-0.24660458772078808,5
1964,r6i2,3.66363525390625,-2.1671049698539404,6
1964,r6i3,8.2845458984375,2.0927721106487773,6
1964,r7i2,2.64910888671875,-3.4767668350883154,7
1964,r7i3,3.4271240234375,-2.9869782820991846,7
1964,r8i2,6.25494384765625,0.6542491083559785,8
1964,r8i3,8.44342041015625,1.387294603430706,8
1964,r9i2,7.73236083984375,1.8974357273267666,9
1964,r9i3,3.56512451171875,-2.619049072265625,9
1964,r10i2,5.8392333984375,0.5734982697860058,10
1964,r10i3,8.451904296875,1.7021112856657608,10
1965,r1i2,2.908447265625,-2.451564622961956,1
1965,r1i3,6.12677001953125,-0.7438792353091035,1
1965,r2i2,8.58642578125,3.300174878991169,2
1965,r2i3,7.37994384765625,0.8065145741338311,2
1965,r3i2,7.42242431640625,1.4574744183084238,3
1965,r3i3,10.04052734375,3.8789314601732334,3
1965,r4i2,5.19842529296875,-1.0006342348845108,4
1965,r4i3,8.15374755859375,1.9975532863451084,4
1965,r5i2,12.3087158203125,6.448565939198369,5
1965,r5i3,7.499755859375,0.7428363302479619,5
1965,r6i2,7.4676513671875,1.6369111434273096,6
1965,r6i3,11.5689697265625,5.377195938773777,6
1965,r7i2,7.65264892578125,1.5267732039741846,7
1965,r7i3,5.75555419921875,-0.6585481063179346,7
1965,r8i2,5.17559814453125,-0.4250965947690215,8
1965,r8i3,9.6697998046875,2.613673997961956,8
1965,r9i2,10.51318359375,4.678258481233017,9
1965,r9i3,9.01116943359375,2.826995849609375,9
1965,r10i2,4.96063232421875,-0.3051028044327442,10
1965,r10i3,6.3719482421875,-0.37784476902173925,10
1966,r1i2,9.45074462890625,4.090732740319294,1
1966,r1i3,1.89306640625,-4.9775828485903535,1
1966,r2i2,11.152099609375,5.865848707116169,2
1966,r2i3,11.806884765625,5.233455492102581,2
1966,r3i2,9.11865234375,3.153702445652174,3
1966,r3i3,7.96221923828125,1.8006233547044834,3
1966,r4i2,5.93133544921875,-0.26772407863451075,4
1966,r4i3,5.98651123046875,-0.16968304177989157,4
1966,r5i2,2.89788818359375,-2.962261697520381,5
